transaction_id,날짜,금액,결제처,카테고리,비고,결제수단,결제구분,원거래통화,원거래금액,source_type,collect_status,구매항목
tx_260521_01,2026-05-21,-56506,SK주유소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260524_01,2026-05-24,-26084,교촌치킨,,포인트 적립 522원,하나카드,개인결제,,,card_excel,확인됨,
tx_260524_02,2026-05-24,-14097,다이소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260210_01,2026-05-25,-125400,하이마트 강남점,,"할부 4/6 (원금 120,000 + 수수료 5,400), 총액 720,000",하나카드,개인결제,,,card_excel,확인됨,
tx_260525_01,2026-05-25,-23589,배달의민족,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260526_01,2026-05-26,-25649,올리브영,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260527_01,2026-05-27,-28079,올리브영,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260527_02,2026-05-27,-79001,무신사,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260602_01,2026-06-02,-7400,카카오T,,포인트 적립 148원,하나카드,개인결제,,,card_excel,확인됨,
tx_260605_01,2026-06-05,-26957,배달의민족,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260605_02,2026-06-05,-30136,쿠팡,,포인트 적립 603원,하나카드,개인결제,,,card_excel,확인됨,
tx_260605_03,2026-06-05,-68179,쿠팡,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260606_01,2026-06-06,-22792,교촌치킨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260606_02,2026-06-06,-14864,다이소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260607_01,2026-06-07,-18573,카카오T,,포인트 적립 371원,하나카드,개인결제,,,card_excel,확인됨,
tx_260608_01,2026-06-08,-35343,올리브영,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260608_02,2026-06-08,-46996,올리브영,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260609_01,2026-06-09,-38495,네이버페이,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260609_02,2026-06-09,-8920,김밥천국,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260609_03,2026-06-09,-29057,이마트 성수점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260610_01,2026-06-10,-5940,스타벅스 강남점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260613_01,2026-06-13,-11099,다이소,,포인트 적립 222원,하나카드,개인결제,,,card_excel,확인됨,
tx_260613_02,2026-06-13,-10902,네이버페이,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260615_01,2026-06-15,-26374,CGV,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260615_02,2026-06-15,-25488,교촌치킨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260615_03,2026-06-15,-32996,올리브영,,포인트 적립 660원,하나카드,개인결제,,,card_excel,확인됨,
tx_260618_01,2026-06-18,-8822,파리바게뜨,,포인트 적립 176원,하나카드,개인결제,,,card_excel,확인됨,
tx_260618_02,2026-06-18,-23710,교촌치킨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260618_03,2026-06-18,-17195,카카오T,,포인트 적립 344원,하나카드,개인결제,,,card_excel,확인됨,
tx_260619_01,2026-06-19,-26159,교촌치킨,,포인트 적립 523원,하나카드,개인결제,,,card_excel,확인됨,
tx_260619_02,2026-06-19,-7635,스타벅스 강남점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260619_03,2026-06-19,-12697,다이소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260622_01,2026-06-22,-20120,네이버페이,,포인트 적립 402원,하나카드,개인결제,,,card_excel,확인됨,
tx_260624_01,2026-06-24,-25409,교촌치킨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260210_01,2026-06-25,-123600,하이마트 강남점,,"할부 5/6 (원금 120,000 + 수수료 3,600), 총액 720,000",하나카드,개인결제,,,card_excel,확인됨,
tx_260625_01,2026-06-25,-49060,네이버페이,,포인트 적립 981원,하나카드,개인결제,,,card_excel,확인됨,
tx_260625_02,2026-06-25,-7575,스타벅스 강남점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260625_03,2026-06-25,-70094,SK주유소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260627_01,2026-06-27,-15530,CGV,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260627_02,2026-06-27,-5888,GS25 학동역점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260630_01,2026-06-30,-84500,쿠팡,,,카드,개인결제,,,card_excel,확인 필요,
tx_260701_01,2026-07-01,-14857,GS25 학동역점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260702_01,2026-07-02,-12000,모두의주차장 강남점,,,카드,개인결제,,,card_excel,확인됨,주차
tx_260703_01,2026-07-03,-12300,스타벅스 역삼점,,,카드,개인결제,,,card_excel,확인됨,카페
tx_260703_02,2026-07-03,-23800,스타벅스 테헤란로점,,,카드,개인결제,,,card_excel,확인됨,카페
tx_260704_01,2026-07-04,-4500,메가커피 성수점,,,카드,개인결제,,,card_excel,확인됨,카페
tx_260704_02,2026-07-04,-4500,메가커피 성수점,,,카드,개인결제,,,card_excel,확인됨,카페
tx_260705_01,2026-07-05,-19588,파리바게뜨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260705_02,2026-07-05,-6800,이마트24 본점앞점,,,카드,개인결제,,,card_excel,확인됨,편의점
tx_260707_01,2026-07-07,-49790,이마트 성수점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260707_02,2026-07-07,-148000,오피스디포 역삼점,,,카드,개인결제,,,card_excel,확인됨,사무용품
tx_260708_01,2026-07-08,-55561,SK주유소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260708_02,2026-07-08,-32000,메가박스 코엑스,,,카드,개인결제,,,card_excel,확인됨,영화관
tx_260709_01,2026-07-09,-19460,파리바게뜨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260709_02,2026-07-09,-8900,다이소 왕십리점,,,카드,개인결제,,,card_excel,확인됨,잡화
tx_260709_03,2026-07-09,-55890,APPLE.COM/BILL,,,카드,개인결제,,,card_excel,확인 필요,
tx_260710_01,2026-07-10,-17366,배달의민족,,포인트 적립 347원,하나카드,개인결제,,,card_excel,확인됨,
tx_260710_02,2026-07-10,-7500,김밥천국 서현점,,점심,카드,개인결제,,,card_excel,확인됨,김밥
tx_260710_03,2026-07-10,-64300,교보문고 강남점,,,카드,개인결제,,,card_excel,확인됨,서점
tx_260711_01,2026-07-11,-13355,파리바게뜨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260711_02,2026-07-11,-23400,올리브영,,,카드,개인결제,,,card_excel,확인됨,화장품
tx_260711_03,2026-07-11,-47200,KTX 코레일,,,카드,개인결제,,,card_excel,확인됨,기차
tx_260711_04,2026-07-11,-18240,AWS EMEA,,,카드,개인결제,,,card_excel,확인 필요,
tx_260712_01,2026-07-12,-26419,교촌치킨,,포인트 적립 528원,하나카드,개인결제,,,card_excel,확인됨,
tx_260712_02,2026-07-12,-26205,배달의민족,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260712_03,2026-07-12,-43120,AMAZON.COM,,,카드,개인결제,,,card_excel,확인 필요,
tx_260713_01,2026-07-13,-4900,네이버플러스 멤버십,,정기결제,카드,개인결제,,,card_excel,확인됨,구독
tx_260714_01,2026-07-14,-14207,CGV,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260714_02,2026-07-14,-39465,네이버페이,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260714_03,2026-07-14,-187000,한우마을 선릉점,,,카드,개인결제,,,card_excel,확인됨,한식
tx_260715_01,2026-07-15,-48559,쿠팡,,포인트 적립 971원,하나카드,개인결제,,,card_excel,확인됨,
tx_260715_02,2026-07-15,12000,카드캐시백,,6월 실적 캐시백,카드,개인결제,,,card_excel,확인됨,
tx_260716_01,2026-07-16,-14470,CGV,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260716_02,2026-07-16,-1890000,삼성디지털프라자 강남본점,,,카드,개인결제,,,card_excel,확인됨,전자제품
tx_260717_01,2026-07-17,0,이케아 고양점,,금액 확인 필요,카드,개인결제,,,card_excel,확인 필요,가구
tx_260718_01,2026-07-18,-7568,스타벅스 강남점,,포인트 적립 151원,하나카드,개인결제,,,card_excel,확인됨,
tx_260718_02,2026-07-18,-8700,GS25 학동역점,,,카드,개인결제,,,card_excel,확인됨,편의점
tx_260718_03,2026-07-18,-8700,GS25 학동역점,,,신한카드(9410),개인결제,,,receipt,확인됨,"바나나우유, 삼각김밥, 컵라면, 생수"
tx_260719_01,2026-07-19,-5777,스타벅스 강남점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260719_02,2026-07-19,32000,쿠팡 반품환불,,,카드,개인결제,,,card_excel,확인 필요,
tx_260720_01,2026-07-20,-17000,넷플릭스,,포인트 적립 340원,하나카드,개인결제,,,card_excel,확인됨,
tx_260720_02,2026-07-20,-104415,이마트 성수점,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260720_03,2026-07-20,-17336,파리바게뜨,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260720_04,2026-07-20,-41700,올리브영 강남역점,,,카드,개인결제,,,card_excel,확인됨,화장품
tx_260721_01,2026-07-21,-68389,무신사,,"포인트 적립 1,368원",하나카드,개인결제,,,card_excel,확인됨,
tx_260721_02,2026-07-21,-55890,애플코리아,,,카드,개인결제,,,card_excel,확인됨,전자제품
tx_260722_01,2026-07-22,-14758,카카오T,,포인트 적립 295원,하나카드,개인결제,,,card_excel,확인됨,
tx_260722_02,2026-07-22,-58000,GS칼텍스 셀프주유,,,카드,개인결제,,,card_excel,확인됨,주유
tx_260723_01,2026-07-23,-9498,다이소,,포인트 적립 190원,하나카드,개인결제,,,card_excel,확인됨,
tx_260723_02,2026-07-23,-21678,올리브영,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260723_03,2026-07-23,-16500,카페 온도 입구정점,,,,개인결제,,,receipt,확인됨,"음료, 치즈케이크"
tx_260724_01,2026-07-24,-24500,교촌치킨 논현점,,,카드,개인결제,,,card_excel,확인됨,치킨
tx_260210_01,2026-07-25,-121800,하이마트 강남점,,"할부 6/6 (원금 120,000 + 수수료 1,800), 총액 720,000 (완납)",하나카드,개인결제,,,card_excel,확인됨,
tx_260725_01,2026-07-25,-7558,다이소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260725_02,2026-07-25,-330000,법무법인 해온,,,카드,개인결제,,,card_excel,확인됨,
tx_260726_01,2026-07-26,-30544,배달의민족,,포인트 적립 611원,하나카드,개인결제,,,card_excel,확인됨,
tx_260726_02,2026-07-26,-65182,SK주유소,,,하나카드,개인결제,,,card_excel,확인됨,
tx_260727_01,2026-07-27,-23066,교촌치킨,,포인트 적립 461원,하나카드,개인결제,,,card_excel,확인됨,
tx_260728_01,2026-07-28,32000,하이마트 온라인,,,카드,개인결제,,,card_excel,확인됨,환불
tx_260731_01,2026-07-31,-31500,배달의민족,,,카드,개인결제,,,card_excel,확인됨,음식 배달
tx_260801_01,2026-08-01,-15400,카카오T,,,카드,개인결제,,,card_excel,확인 필요,택시
tx_260901_01,2026-09-01,-6100,스타벅스 더숲점,,날짜 오타 의심,카드,개인결제,,,card_excel,확인 필요,카페
tx_260630_02,2026-06-30,84500,쿠팡(주),,,,법인결제,,,card_excel_ai,확인됨,
tx_260702_02,2026-07-02,12000,모두의주차장 강남점,,,,법인결제,,,card_excel_ai,확인됨,주차
tx_260703_03,2026-07-03,23800,스타벅스 테헤란로점,,,,법인결제,,,card_excel_ai,확인됨,음료
tx_260707_03,2026-07-07,148000,오피스디포 역삼점,,,,법인결제,,,card_excel_ai,확인됨,사무용품
tx_260709_04,2026-07-09,55890,APPLE.COM/BILL,,,,법인결제,,,card_excel_ai,확인 필요,
tx_260710_04,2026-07-10,64300,교보문고 강남점,,,,법인결제,,,card_excel_ai,확인됨,도서
tx_260711_05,2026-07-11,47200,KTX 코레일,,,,법인결제,,,card_excel_ai,확인됨,교통
tx_260711_06,2026-07-11,18240,AWS EMEA,,,,법인결제,,,card_excel_ai,확인 필요,
tx_260714_04,2026-07-14,187000,한우마을 선릉점,,,,법인결제,,,card_excel_ai,확인됨,음식
tx_260826_01,2026-08-26,0,,,취소된 거래,,법인결제,,,card_excel_ai,확인 필요,
tx_260718_04,2026-07-18,8700,GS25 학동역점,,,,법인결제,,,card_excel_ai,확인됨,편의점
tx_260721_03,2026-07-21,55890,애플코리아(유),,,,법인결제,,,card_excel_ai,확인 필요,
tx_260725_03,2026-07-25,330000,법무법인 해온,,,,법인결제,,,card_excel_ai,확인됨,법률서비스
tx_260731_02,2026-07-31,31500,배달의민족,,,,법인결제,,,card_excel_ai,확인 필요,
tx_260801_02,2026-08-01,15400,카카오T,,,,법인결제,,,card_excel_ai,확인됨,택시
